place_id,name,link,main_category,categories,rating,reviews,address
ChIJM4wwYywTkFQRsS_bRL6Ad6Y,Carillon Kitchen,"https://www.google.com/maps/place/Carillon+Kitchen/@47.6564225,-122.2069691,17z/data=!3m1!4b1!4m6!3m5!1s0x5490132c63308c33:0xa67780be44db2fb1!8m2!3d47.6564225!4d-122.2069691!16s%2Fg%2F11c72qh4w1?authuser=0&entry=ttu",American restaurant,American restaurant,4.4,254,"Carillon Kitchen, 2240 Carillon Point, Kirkland, WA 98033"
ChIJk0rsSpptkFQRNPjwEGOYoww,Evergreens,https://www.google.com/maps/place/Evergreens/data=!4m7!3m6!1s0x54906d9a4aec4a93:0xca3986310f0f834!8m2!3d47.6135787!4d-122.1996922!16s%2Fg%2F11g4d9fxb2!19sChIJk0rsSpptkFQRNPjwEGOYoww?authuser=0&hl=en&rclk=1,Restaurant,"Restaurant, Health food restaurant, Salad shop",4.3,222,"Evergreens, 10503 NE 4th St, Bellevue, WA 98004"
ChIJ25btRXIUkFQRUK_KcoSRWoo,Brunello Ristorante Italiano,"https://www.google.com/maps/place/Brunello+Ristorante+Italiano/@47.6806274,-122.3177436,17z/data=!3m1!4b1!4m6!3m5!1s0x5490147245ed96db:0x8a5a918472caaf50!8m2!3d47.6806274!4d-122.3177436!16s%2Fg%2F11c2l80srz?authuser=0&entry=ttu",Italian restaurant,Italian restaurant,4.5,585,"Brunello Ristorante Italiano, 7115 Roosevelt Way NE, Seattle, WA 98115"
ChIJWdwVGzoUkFQRhrnPwDMGwtI,Goat on Greenwood,"https://www.google.com/maps/place/Goat+on+Greenwood/@47.678438,-122.355007,17z/data=!3m1!4b1!4m6!3m5!1s0x5490143a1b15dc59:0xd2c20633c0cfb986!8m2!3d47.678438!4d-122.355007!16s%2Fg%2F1whdj149?authuser=0&entry=ttu",American restaurant,American restaurant,4.4,59,"Goat on Greenwood, 6722 Greenwood Ave N, Seattle, WA 98103"
ChIJlTjy2ocUkFQRWtk_eO3gpsI,Nasai Teriyaki,https://www.google.com/maps/place/Nasai+Teriyaki/data=!4m7!3m6!1s0x54901487daf23895:0xc2a6e0ed783fd95a!8m2!3d47.6655843!4d-122.3013213!16s%2Fg%2F1tj9t0qc!19sChIJlTjy2ocUkFQRWtk_eO3gpsI?authuser=0&hl=en&rclk=1,Japanese restaurant,"Japanese restaurant, Restaurant",3.7,73,"Nasai Teriyaki, 5025 25th Ave NE, Seattle, WA 98105"
ChIJ326YLzAVkFQRIG2AIJa83-Q,Harry's Fine Foods,"https://www.google.com/maps/place/Harry's+Fine+Foods/@47.6244569,-122.3268166,17z/data=!3m1!4b1!4m6!3m5!1s0x549015302f986edf:0xe4dfbc9620806d20!8m2!3d47.6244569!4d-122.3268166!16s%2Fg%2F11c0xqb4k3?authuser=0&entry=ttu",Restaurant,Restaurant,4.6,497,"Harry's Fine Foods, 601 Bellevue Ave E, Seattle, WA 98102"
ChIJET1p5MBrkFQRa14SwynS08w,Bourbon Steak Seattle,"https://www.google.com/maps/place/Bourbon+Steak+Seattle/@47.6100297,-122.3367752,17z/data=!3m1!4b1!4m6!3m5!1s0x54906bc0e4693d11:0xccd3d229c3125e6b!8m2!3d47.6100297!4d-122.3367752!16s%2Fg%2F11p1083p45?authuser=0&entry=ttu",Steak house,"Steak house, American restaurant, Wine bar",4.3,361,"Bourbon Steak Seattle, 1433 4th Ave, Seattle, WA 98101"
ChIJI6PBzFAUkFQRX4L-8nCr3cg,Molly Moon's Homemade Ice Cream,"https://www.google.com/maps/place/Molly+Moon's+Homemade+Ice+Cream/@47.6615155,-122.3381103,17z/data=!3m1!4b1!4m6!3m5!1s0x54901450ccc1a323:0xc8ddab70f2fe825f!8m2!3d47.6615155!4d-122.3381103!16s%2Fg%2F1hc0_sml0?authuser=0&entry=ttu",Ice cream shop,"Ice cream shop, Dessert restaurant, Dessert shop",4.6,1355,"Molly Moon's Homemade Ice Cream, 1622.5 N 45th St, Seattle, WA 98103"
ChIJLckY2M5qkFQRxZklSNYs2sk,Chieftain Irish Pub & Restaurant,"https://www.google.com/maps/place/Chieftain+Irish+Pub+%26+Restaurant/@47.6107209,-122.3164464,17z/data=!3m1!4b1!4m6!3m5!1s0x54906aced818c92d:0xc9da2cd6482599c5!8m2!3d47.6107209!4d-122.3164464!16s%2Fg%2F1tx1sx7v?authuser=0&entry=ttu",Bar,"Bar, American restaurant, Irish pub",4.2,317,"Chieftain Irish Pub & Restaurant, 908 12th Ave, Seattle, WA 98122"
ChIJiaQA9v0QkFQRsNH0PgAtIGw,Cafe Aroma,https://www.google.com/maps/place/Cafe+Aroma/data=!4m7!3m6!1s0x549010fdf600a489:0x6c202d003ef4d1b0!8m2!3d47.7484095!4d-122.3234503!16s%2Fg%2F1tncslly!19sChIJiaQA9v0QkFQRsNH0PgAtIGw?authuser=0&hl=en&rclk=1,Cafe,Cafe,4.6,357,"Cafe Aroma, 509 NE 165th St, Shoreline, WA 98155"
ChIJebpibhpqkFQRr_DWm1AT6RI,Pizzutos,"https://www.google.com/maps/place/Pizzutos/@47.5560682,-122.2701725,17z/data=!3m1!4b1!4m6!3m5!1s0x54906a1a6e62ba79:0x12e913509bd6f0af!8m2!3d47.5560682!4d-122.2701725!16s%2Fg%2F1wc47p0b?authuser=0&entry=ttu",Italian restaurant,Italian restaurant,4.6,214,"Pizzutos, 5032 Wilson Ave S, Seattle, WA 98118"
ChIJ58HYa8xqkFQRVLYqHEx7GIM,Via Tribunali,"https://www.google.com/maps/place/Via+Tribunali/@47.6138998,-122.3199253,17z/data=!3m1!4b1!4m6!3m5!1s0x54906acc6bd8c1e7:0x83187b4c1c2ab654!8m2!3d47.6138998!4d-122.3199253!16s%2Fg%2F1tht14q4?authuser=0&entry=ttu",Pizza restaurant,"Pizza restaurant, Neapolitan restaurant",4.4,628,"Via Tribunali, 913 E Pike St, Seattle, WA 98122"
ChIJx7tYYvUTkFQRWcV6xo7WF8U,Cooper's Alehouse,"https://www.google.com/maps/place/Cooper's+Alehouse/@47.6881139,-122.3115861,17z/data=!3m1!4b1!4m6!3m5!1s0x549013f56258bbc7:0xc517d68ec67ac559!8m2!3d47.6881139!4d-122.3115861!16s%2Fg%2F1tlc_wpq?authuser=0&entry=ttu",Pub,"Pub, American restaurant, Bar, Bar & grill, Sports bar",4.4,284,"Cooper's Alehouse, 8065 Lake City Way NE, Seattle, WA 98115"
ChIJT5naIi0UkFQRaWtzeObHdb4,Frankie & Jo's Ballard,"https://www.google.com/maps/place/Frankie+%26+Jo's+Ballard/@47.6794273,-122.3746386,17z/data=!3m1!4b1!4m6!3m5!1s0x5490142d22da994f:0xbe75c7e678736b69!8m2!3d47.6794273!4d-122.3746386!16s%2Fg%2F11f3_lz1s7?authuser=0&entry=ttu",Ice cream shop,Ice cream shop,4.8,690,"Frankie & Jo's Ballard, 1411 NW 70th St, Seattle, WA 98117"
ChIJG0gY_ohskFQRlY2Phg2kC5Y,Market Fresh Key Center,"https://www.google.com/maps/place/Market+Fresh+Key+Center/@47.6160378,-122.1967012,17z/data=!3m1!4b1!4m6!3m5!1s0x54906c88fe18481b:0x960ba40d868f8d95!8m2!3d47.6160378!4d-122.1967012!16s%2Fg%2F1tfp24p4?authuser=0&entry=ttu",Restaurant,"Restaurant, Salad shop",4.4,87,"Market Fresh Key Center, 601 108th Ave NE, Bellevue, WA 98004"
